LAUS Code;State FIPS Code;County FIPS Code;County Name/State Abbreviation;Year;Labor Force;Employed;Unemployed;Unemployment Rate (%)
CN4806500000000;48;065;Carson County, TX;2019;2,956;2,880;76;2.6
CN4806700000000;48;067;Cass County, TX;2019;12,279;11,747;532;4.3
CN4806900000000;48;069;Castro County, TX;2019;3,391;3,298;93;2.7
CN4807100000000;48;071;Chambers County, TX;2019;19,754;18,862;892;4.5
CN4807300000000;48;073;Cherokee County, TX;2019;20,844;20,056;788;3.8
CN4807500000000;48;075;Childress County, TX;2019;2,935;2,855;80;2.7
CN4807700000000;48;077;Clay County, TX;2019;4,872;4,723;149;3.1
CN4807900000000;48;079;Cochran County, TX;2019;1,117;1,079;38;3.4
CN4808100000000;48;081;Coke County, TX;2019;1,439;1,392;47;3.3
CN4808300000000;48;083;Coleman County, TX;2019;2,838;2,722;116;4.1
CN4808500000000;48;085;Collin County, TX;2019;567,341;549,830;17,511;3.1
CN4808700000000;48;087;Collingsworth County, TX;2019;1,138;1,103;35;3.1
CN4808900000000;48;089;Colorado County, TX;2019;9,769;9,465;304;3.1
CN4809100000000;48;091;Comal County, TX;2019;75,426;73,183;2,243;3.0
CN4809300000000;48;093;Comanche County, TX;2019;5,538;5,359;179;3.2
CN4809500000000;48;095;Concho County, TX;2019;1,245;1,205;40;3.2
CN4809700000000;48;097;Cooke County, TX;2019;19,675;19,120;555;2.8
CN4809900000000;48;099;Coryell County, TX;2019;23,803;22,855;948;4.0
CN4810100000000;48;101;Cottle County, TX;2019;545;522;23;4.2
CN4810300000000;48;103;Crane County, TX;2019;1,554;1,492;62;4.0
CN4810500000000;48;105;Crockett County, TX;2019;1,618;1,571;47;2.9
CN4810700000000;48;107;Crosby County, TX;2019;2,439;2,342;97;4.0
CN4810900000000;48;109;Culberson County, TX;2019;1,034;991;43;4.2
CN4811100000000;48;111;Dallam County, TX;2019;3,907;3,830;77;2.0
CN4811300000000;48;113;Dallas County, TX;2019;1,333,820;1,286,974;46,846;3.5
CN4811500000000;48;115;Dawson County, TX;2019;4,585;4,407;178;3.9
CN4811700000000;48;117;Deaf Smith County, TX;2019;8,368;8,139;229;2.7
CN4811900000000;48;119;Delta County, TX;2019;2,421;2,339;82;3.4
CN4812100000000;48;121;Denton County, TX;2019;499,476;484,644;14,832;3.0
CN4812300000000;48;123;DeWitt County, TX;2019;9,663;9,408;255;2.6
CN4812500000000;48;125;Dickens County, TX;2019;669;641;28;4.2
CN4812700000000;48;127;Dimmit County, TX;2019;7,384;7,197;187;2.5
CN4812900000000;48;129;Donley County, TX;2019;1,430;1,381;49;3.4
CN4813100000000;48;131;Duval County, TX;2019;4,914;4,695;219;4.5
CN4813300000000;48;133;Eastland County, TX;2019;8,279;8,004;275;3.3
CN4813500000000;48;135;Ector County, TX;2019;87,619;85,282;2,337;2.7
CN4813700000000;48;137;Edwards County, TX;2019;1,040;1,016;24;2.3
CN4813900000000;48;139;Ellis County, TX;2019;93,354;90,458;2,896;3.1
CN4814100000000;48;141;El Paso County, TX;2019;359,596;345,847;13,749;3.8
CN4814300000000;48;143;Erath County, TX;2019;20,687;20,034;653;3.2
CN4814500000000;48;145;Falls County, TX;2019;6,431;6,220;211;3.3
CN4814700000000;48;147;Fannin County, TX;2019;17,214;16,740;474;2.8
CN4814900000000;48;149;Fayette County, TX;2019;12,297;11,974;323;2.6
CN4815100000000;48;151;Fisher County, TX;2019;1,618;1,570;48;3.0
CN4815300000000;48;153;Floyd County, TX;2019;2,547;2,436;111;4.4
CN4815500000000;48;155;Foard County, TX;2019;575;558;17;3.0
CN4815700000000;48;157;Fort Bend County, TX;2019;396,820;383,042;13,778;3.5
CN4815900000000;48;159;Franklin County, TX;2019;4,630;4,462;168;3.6
CN4816100000000;48;161;Freestone County, TX;2019;6,337;6,033;304;4.8
CN4816300000000;48;163;Frio County, TX;2019;10,351;10,079;272;2.6
CN4816500000000;48;165;Gaines County, TX;2019;9,799;9,561;238;2.4
CN4816700000000;48;167;Galveston County, TX;2019;164,560;157,893;6,667;4.1
CN4816900000000;48;169;Garza County, TX;2019;2,120;2,065;55;2.6
CN4817100000000;48;171;Gillespie County, TX;2019;13,450;13,122;328;2.4
CN4817300000000;48;173;Glasscock County, TX;2019;792;775;17;2.1
CN4817500000000;48;175;Goliad County, TX;2019;3,242;3,133;109;3.4
CN4817700000000;48;177;Gonzales County, TX;2019;9,519;9,262;257;2.7
CN4817900000000;48;179;Gray County, TX;2019;7,984;7,698;286;3.6
CN4818100000000;48;181;Grayson County, TX;2019;63,768;61,806;1,962;3.1
CN4818300000000;48;183;Gregg County, TX;2019;57,612;55,449;2,163;3.8
CN4818500000000;48;185;Grimes County, TX;2019;11,165;10,719;446;4.0
CN4818700000000;48;187;Guadalupe County, TX;2019;81,152;78,746;2,406;3.0
CN4818900000000;48;189;Hale County, TX;2019;12,089;11,550;539;4.5
CN4819100000000;48;191;Hall County, TX;2019;1,060;1,016;44;4.2
CN4819300000000;48;193;Hamilton County, TX;2019;3,650;3,541;109;3.0
CN4819500000000;48;195;Hansford County, TX;2019;2,746;2,681;65;2.4
CN4819700000000;48;197;Hardeman County, TX;2019;1,707;1,656;51;3.0
CN4819900000000;48;199;Hardin County, TX;2019;25,374;24,216;1,158;4.6
CN4820100000000;48;201;Harris County, TX;2019;2,283,335;2,195,139;88,196;3.9
CN4820300000000;48;203;Harrison County, TX;2019;29,200;28,031;1,169;4.0
CN4820500000000;48;205;Hartley County, TX;2019;2,777;2,731;46;1.7
CN4820700000000;48;207;Haskell County, TX;2019;2,236;2,163;73;3.3
CN4820900000000;48;209;Hays County, TX;2019;119,909;116,564;3,345;2.8
CN4821100000000;48;211;Hemphill County, TX;2019;1,989;1,937;52;2.6
CN4821300000000;48;213;Henderson County, TX;2019;36,348;35,072;1,276;3.5
CN4821500000000;48;215;Hidalgo County, TX;2019;349,181;327,268;21,913;6.3
CN4821700000000;48;217;Hill County, TX;2019;16,268;15,726;542;3.3
CN4821900000000;48;219;Hockley County, TX;2019;11,179;10,849;330;3.0
CN4822100000000;48;221;Hood County, TX;2019;27,534;26,594;940;3.4
CN4822300000000;48;223;Hopkins County, TX;2019;17,406;16,873;533;3.1
CN4822500000000;48;225;Houston County, TX;2019;10,199;9,880;319;3.1
CN4822700000000;48;227;Howard County, TX;2019;13,912;13,481;431;3.1
CN4822900000000;48;229;Hudspeth County, TX;2019;1,847;1,767;80;4.3
CN4823100000000;48;231;Hunt County, TX;2019;43,381;41,830;1,551;3.6
CN4823300000000;48;233;Hutchinson County, TX;2019;8,597;8,215;382;4.4
CN4823500000000;48;235;Irion County, TX;2019;756;738;18;2.4
CN4823700000000;48;237;Jack County, TX;2019;3,442;3,334;108;3.1
CN4823900000000;48;239;Jackson County, TX;2019;7,470;7,246;224;3.0
CN4824100000000;48;241;Jasper County, TX;2019;12,728;11,948;780;6.1
CN4824300000000;48;243;Jeff Davis County, TX;2019;1,038;1,008;30;2.9
CN4824500000000;48;245;Jefferson County, TX;2019;105,076;98,926;6,150;5.9
CN4824700000000;48;247;Jim Hogg County, TX;2019;1,867;1,777;90;4.8
CN4824900000000;48;249;Jim Wells County, TX;2019;16,722;15,935;787;4.7
CN4825100000000;48;251;Johnson County, TX;2019;82,696;80,040;2,656;3.2
CN4825300000000;48;253;Jones County, TX;2019;5,740;5,496;244;4.3
CN4825500000000;48;255;Karnes County, TX;2019;7,099;6,921;178;2.5
CN4825700000000;48;257;Kaufman County, TX;2019;66,827;64,666;2,161;3.2
CN4825900000000;48;259;Kendall County, TX;2019;22,479;21,868;611;2.7
CN4826100000000;48;261;Kenedy County, TX;2019;229;221;8;3.5
CN4826300000000;48;263;Kent County, TX;2019;469;458;11;2.3
CN4826500000000;48;265;Kerr County, TX;2019;22,068;21,417;651;2.9
CN4826700000000;48;267;Kimble County, TX;2019;1,841;1,785;56;3.0
CN4826900000000;48;269;King County, TX;2019;234;229;5;2.1
CN4827100000000;48;271;Kinney County, TX;2019;1,355;1,307;48;3.5
CN4827300000000;48;273;Kleberg County, TX;2019;13,379;12,802;577;4.3
CN4827500000000;48;275;Knox County, TX;2019;1,431;1,385;46;3.2
CN4827700000000;48;277;Lamar County, TX;2019;23,749;22,945;804;3.4
CN4827900000000;48;279;Lamb County, TX;2019;5,225;5,026;199;3.8
CN4828100000000;48;281;Lampasas County, TX;2019;9,042;8,740;302;3.3
CN4828300000000;48;283;La Salle County, TX;2019;4,353;4,248;105;2.4
CN4828500000000;48;285;Lavaca County, TX;2019;8,557;8,303;254;3.0
CN4828700000000;48;287;Lee County, TX;2019;10,046;9,780;266;2.6
CN4828900000000;48;289;Leon County, TX;2019;6,269;5,996;273;4.4
CN4829100000000;48;291;Liberty County, TX;2019;33,210;31,542;1,668;5.0
CN4829300000000;48;293;Limestone County, TX;2019;8,537;8,207;330;3.9
CN4829500000000;48;295;Lipscomb County, TX;2019;1,616;1,573;43;2.7
CN4829700000000;48;297;Live Oak County, TX;2019;5,497;5,327;170;3.1
CN4829900000000;48;299;Llano County, TX;2019;8,580;8,283;297;3.5
CN4830100000000;48;301;Loving County, TX;2019;500;496;4;0.8
CN4830300000000;48;303;Lubbock County, TX;2019;156,914;152,458;4,456;2.8
CN4830500000000;48;305;Lynn County, TX;2019;2,761;2,679;82;3.0
CN4830700000000;48;307;McCulloch County, TX;2019;3,449;3,270;179;5.2
CN4830900000000;48;309;McLennan County, TX;2019;118,259;114,319;3,940;3.3
CN4831100000000;48;311;McMullen County, TX;2019;809;796;13;1.6
CN4831300000000;48;313;Madison County, TX;2019;4,499;4,310;189;4.2
CN4831500000000;48;315;Marion County, TX;2019;4,202;4,025;177;4.2
CN4831700000000;48;317;Martin County, TX;2019;2,791;2,718;73;2.6
CN4831900000000;48;319;Mason County, TX;2019;1,747;1,691;56;3.2
CN4832100000000;48;321;Matagorda County, TX;2019;16,576;15,636;940;5.7
CN4832300000000;48;323;Maverick County, TX;2019;23,458;21,676;1,782;7.6
CN4832500000000;48;325;Medina County, TX;2019;21,614;20,927;687;3.2
CN4832700000000;48;327;Menard County, TX;2019;859;829;30;3.5
CN4832900000000;48;329;Midland County, TX;2019;105,872;103,656;2,216;2.1
CN4833100000000;48;331;Milam County, TX;2019;9,680;9,197;483;5.0
CN4833300000000;48;333;Mills County, TX;2019;1,874;1,813;61;3.3
CN4833500000000;48;335;Mitchell County, TX;2019;2,316;2,230;86;3.7
CN4833700000000;48;337;Montague County, TX;2019;9,218;8,953;265;2.9
CN4833900000000;48;339;Montgomery County, TX;2019;286,684;276,949;9,735;3.4
CN4834100000000;48;341;Moore County, TX;2019;10,733;10,485;248;2.3
CN4834300000000;48;343;Morris County, TX;2019;4,772;4,519;253;5.3
CN4834500000000;48;345;Motley County, TX;2019;469;453;16;3.4
CN4834700000000;48;347;Nacogdoches County, TX;2019;27,944;26,903;1,041;3.7
CN4834900000000;48;349;Navarro County, TX;2019;23,858;23,080;778;3.3
CN4835100000000;48;351;Newton County, TX;2019;5,103;4,781;322;6.3
CN4835300000000;48;353;Nolan County, TX;2019;6,983;6,778;205;2.9
CN4835500000000;48;355;Nueces County, TX;2019;165,660;158,842;6,818;4.1
CN4835700000000;48;357;Ochiltree County, TX;2019;4,268;4,154;114;2.7
CN4835900000000;48;359;Oldham County, TX;2019;903;877;26;2.9
CN4836100000000;48;361;Orange County, TX;2019;36,157;34,287;1,870;5.2
CN4836300000000;48;363;Palo Pinto County, TX;2019;13,468;13,042;426;3.2
CN4836500000000;48;365;Panola County, TX;2019;10,039;9,632;407;4.1
CN4836700000000;48;367;Parker County, TX;2019;68,196;66,212;1,984;2.9
CN4836900000000;48;369;Parmer County, TX;2019;4,830;4,723;107;2.2
CN4837100000000;48;371;Pecos County, TX;2019;6,324;6,116;208;3.3
CN4837300000000;48;373;Polk County, TX;2019;17,890;17,030;860;4.8
CN4837500000000;48;375;Potter County, TX;2019;53,931;52,450;1,481;2.7
CN4837700000000;48;377;Presidio County, TX;2019;3,088;2,889;199;6.4
CN4837900000000;48;379;Rains County, TX;2019;6,008;5,825;183;3.0
CN4838100000000;48;381;Randall County, TX;2019;72,537;70,797;1,740;2.4
CN4838300000000;48;383;Reagan County, TX;2019;1,878;1,829;49;2.6
CN4838500000000;48;385;Real County, TX;2019;1,052;1,011;41;3.9
CN4838700000000;48;387;Red River County, TX;2019;5,039;4,806;233;4.6
CN4838900000000;48;389;Reeves County, TX;2019;11,074;10,879;195;1.8
CN4839100000000;48;391;Refugio County, TX;2019;3,122;3,006;116;3.7
CN4839300000000;48;393;Roberts County, TX;2019;413;401;12;2.9
CN4839500000000;48;395;Robertson County, TX;2019;7,410;7,141;269;3.6
CN4839700000000;48;397;Rockwall County, TX;2019;53,072;51,443;1,629;3.1
CN4839900000000;48;399;Runnels County, TX;2019;4,561;4,434;127;2.8
CN4840100000000;48;401;Rusk County, TX;2019;22,716;21,901;815;3.6
CN4840300000000;48;403;Sabine County, TX;2019;3,726;3,481;245;6.6
CN4840500000000;48;405;San Augustine County, TX;2019;3,347;3,188;159;4.8
CN4840700000000;48;407;San Jacinto County, TX;2019;11,652;11,118;534;4.6
CN4840900000000;48;409;San Patricio County, TX;2019;29,532;27,913;1,619;5.5
CN4841100000000;48;411;San Saba County, TX;2019;2,513;2,439;74;2.9
CN4841300000000;48;413;Schleicher County, TX;2019;1,299;1,262;37;2.8
CN4841500000000;48;415;Scurry County, TX;2019;6,606;6,392;214;3.2
CN4841700000000;48;417;Shackelford County, TX;2019;1,889;1,848;41;2.2
CN4841900000000;48;419;Shelby County, TX;2019;11,060;10,625;435;3.9
CN4842100000000;48;421;Sherman County, TX;2019;1,357;1,325;32;2.4
CN4842300000000;48;423;Smith County, TX;2019;107,439;103,853;3,586;3.3
CN4842500000000;48;425;Somervell County, TX;2019;4,335;4,180;155;3.6
CN4842700000000;48;427;Starr County, TX;2019;24,952;22,484;2,468;9.9
CN4842900000000;48;429;Stephens County, TX;2019;4,061;3,938;123;3.0
CN4843100000000;48;431;Sterling County, TX;2019;570;552;18;3.2
CN4843300000000;48;433;Stonewall County, TX;2019;579;562;17;2.9
CN4843500000000;48;435;Sutton County, TX;2019;1,406;1,353;53;3.8
CN4843700000000;48;437;Swisher County, TX;2019;2,594;2,499;95;3.7
CN4843900000000;48;439;Tarrant County, TX;2019;1,071,186;1,035,553;35,633;3.3
CN4844100000000;48;441;Taylor County, TX;2019;66,261;64,362;1,899;2.9
CN4844300000000;48;443;Terrell County, TX;2019;374;361;13;3.5
CN4844500000000;48;445;Terry County, TX;2019;4,958;4,777;181;3.7
CN4844700000000;48;447;Throckmorton County, TX;2019;643;619;24;3.7
CN4844900000000;48;449;Titus County, TX;2019;12,833;12,302;531;4.1
CN4845100000000;48;451;Tom Green County, TX;2019;54,200;52,561;1,639;3.0
CN4845300000000;48;453;Travis County, TX;2019;731,641;712,445;19,196;2.6
CN4845500000000;48;455;Trinity County, TX;2019;5,255;5,005;250;4.8
CN4845700000000;48;457;Tyler County, TX;2019;7,100;6,693;407;5.7
CN4845900000000;48;459;Upshur County, TX;2019;17,859;17,197;662;3.7
CN4846100000000;48;461;Upton County, TX;2019;1,643;1,594;49;3.0
CN4846300000000;48;463;Uvalde County, TX;2019;11,392;10,961;431;3.8
CN4846500000000;48;465;Val Verde County, TX;2019;22,703;21,945;758;3.3
CN4846700000000;48;467;Van Zandt County, TX;2019;25,922;25,076;846;3.3
CN4846900000000;48;469;Victoria County, TX;2019;42,086;40,623;1,463;3.5
CN4847100000000;48;471;Walker County, TX;2019;23,921;22,979;942;3.9
CN4847300000000;48;473;Waller County, TX;2019;23,976;23,075;901;3.8
CN4847500000000;48;475;Ward County, TX;2019;7,298;7,125;173;2.4
CN4847700000000;48;477;Washington County, TX;2019;15,059;14,546;513;3.4
CN4847900000000;48;479;Webb County, TX;2019;117,535;113,174;4,361;3.7
CN4848100000000;48;481;Wharton County, TX;2019;21,496;20,766;730;3.4
CN4848300000000;48;483;Wheeler County, TX;2019;2,246;2,179;67;3.0
CN4848500000000;48;485;Wichita County, TX;2019;55,637;53,862;1,775;3.2
CN4848700000000;48;487;Wilbarger County, TX;2019;4,913;4,738;175;3.6
CN4848900000000;48;489;Willacy County, TX;2019;6,497;5,961;536;8.2
CN4849100000000;48;491;Williamson County, TX;2019;316,337;307,417;8,920;2.8
CN4849300000000;48;493;Wilson County, TX;2019;24,720;24,016;704;2.8
CN4849500000000;48;495;Winkler County, TX;2019;4,025;3,910;115;2.9
CN4849700000000;48;497;Wise County, TX;2019;32,053;31,020;1,033;3.2
CN4849900000000;48;499;Wood County, TX;2019;17,562;16,878;684;3.9
CN4850100000000;48;501;Yoakum County, TX;2019;3,717;3,610;107;2.9
CN4850300000000;48;503;Young County, TX;2019;7,935;7,699;236;3.0
CN4850500000000;48;505;Zapata County, TX;2019;5,078;4,821;257;5.1
CN4850700000000;48;507;Zavala County, TX;2019;3,323;3,042;281;8.5
CN4900100000000;49;001;Beaver County, UT;2019;2,896;2,811;85;2.9
CN4900300000000;49;003;Box Elder County, UT;2019;26,248;25,577;671;2.6
CN4900500000000;49;005;Cache County, UT;2019;65,150;63,781;1,369;2.1
CN4900700000000;49;007;Carbon County, UT;2019;8,589;8,280;309;3.6
CN4900900000000;49;009;Daggett County, UT;2019;393;378;15;3.8
CN4901100000000;49;011;Davis County, UT;2019;174,541;170,417;4,124;2.4
CN4901300000000;49;013;Duchesne County, UT;2019;7,788;7,492;296;3.8
CN4901500000000;49;015;Emery County, UT;2019;4,334;4,165;169;3.9
CN4901700000000;49;017;Garfield County, UT;2019;2,788;2,620;168;6.0
CN4901900000000;49;019;Grand County, UT;2019;6,249;6,011;238;3.8
CN4902100000000;49;021;Iron County, UT;2019;24,332;23,629;703;2.9
CN4902300000000;49;023;Juab County, UT;2019;5,862;5,719;143;2.4
CN4902500000000;49;025;Kane County, UT;2019;3,852;3,743;109;2.8
CN4902700000000;49;027;Millard County, UT;2019;6,078;5,919;159;2.6
CN4902900000000;49;029;Morgan County, UT;2019;5,565;5,433;132;2.4
CN4903100000000;49;031;Piute County, UT;2019;484;462;22;4.5
CN4903300000000;49;033;Rich County, UT;2019;1,176;1,141;35;3.0
CN4903500000000;49;035;Salt Lake County, UT;2019;637,585;622,012;15,573;2.4
CN4903700000000;49;037;San Juan County, UT;2019;5,758;5,475;283;4.9
CN4903900000000;49;039;Sanpete County, UT;2019;12,548;12,159;389;3.1
CN4904100000000;49;041;Sevier County, UT;2019;9,816;9,522;294;3.0
CN4904300000000;49;043;Summit County, UT;2019;25,100;24,502;598;2.4
CN4904500000000;49;045;Tooele County, UT;2019;35,053;34,085;968;2.8
CN4904700000000;49;047;Uintah County, UT;2019;13,746;13,180;566;4.1
CN4904900000000;49;049;Utah County, UT;2019;310,071;302,821;7,250;2.3
CN4905100000000;49;051;Wasatch County, UT;2019;16,174;15,742;432;2.7
CN4905300000000;49;053;Washington County, UT;2019;76,829;74,594;2,235;2.9
CN4905500000000;49;055;Wayne County, UT;2019;1,437;1,361;76;5.3
CN4905700000000;49;057;Weber County, UT;2019;128,641;124,941;3,700;2.9
CN5000100000000;50;001;Addison County, VT;2019;21,200;20,768;432;2.0
CN5000300000000;50;003;Bennington County, VT;2019;18,676;18,198;478;2.6
CN5000500000000;50;005;Caledonia County, VT;2019;14,879;14,490;389;2.6
CN5000700000000;50;007;Chittenden County, VT;2019;99,563;98,013;1,550;1.6
CN5000900000000;50;009;Essex County, VT;2019;2,752;2,674;78;2.8
CN5001100000000;50;011;Franklin County, VT;2019;28,298;27,719;579;2.0
CN5001300000000;50;013;Grand Isle County, VT;2019;4,269;4,163;106;2.5
CN5001500000000;50;015;Lamoille County, VT;2019;14,354;13,960;394;2.7
CN5001700000000;50;017;Orange County, VT;2019;16,427;16,084;343;2.1
CN5001900000000;50;019;Orleans County, VT;2019;13,655;13,142;513;3.8
CN5002100000000;50;021;Rutland County, VT;2019;31,383;30,627;756;2.4
CN5002300000000;50;023;Washington County, VT;2019;35,502;34,792;710;2.0
CN5002500000000;50;025;Windham County, VT;2019;22,633;22,130;503;2.2
CN5002700000000;50;027;Windsor County, VT;2019;29,838;29,294;544;1.8
CN5100100000000;51;001;Accomack County, VA;2019;16,657;16,074;583;3.5
CN5100300000000;51;003;Albemarle County, VA;2019;58,210;56,788;1,422;2.4
CN5100500000000;51;005;Alleghany County, VA;2019;7,000;6,766;234;3.3
CN5100700000000;51;007;Amelia County, VA;2019;6,351;6,154;197;3.1
CN5100900000000;51;009;Amherst County, VA;2019;15,128;14,651;477;3.2
CN5101100000000;51;011;Appomattox County, VA;2019;7,250;7,002;248;3.4
CN5101300000000;51;013;Arlington County, VA;2019;154,980;152,042;2,938;1.9
CN5101500000000;51;015;Augusta County, VA;2019;37,698;36,786;912;2.4
CN5101700000000;51;017;Bath County, VA;2019;2,485;2,425;60;2.4
CN5101900000000;51;019;Bedford County, VA;2019;38,895;37,798;1,097;2.8
CN5102100000000;51;021;Bland County, VA;2019;2,853;2,775;78;2.7
CN5102300000000;51;023;Botetourt County, VA;2019;17,651;17,210;441;2.5
CN5102500000000;51;025;Brunswick County, VA;2019;6,066;5,785;281;4.6
CN5102700000000;51;027;Buchanan County, VA;2019;6,826;6,451;375;5.5
CN5102900000000;51;029;Buckingham County, VA;2019;6,552;6,283;269;4.1
CN5103100000000;51;031;Campbell County, VA;2019;26,162;25,357;805;3.1
CN5103300000000;51;033;Caroline County, VA;2019;15,263;14,777;486;3.2
CN5103500000000;51;035;Carroll County, VA;2019;13,340;12,870;470;3.5
CN5103600000000;51;036;Charles City County, VA;2019;3,683;3,557;126;3.4
CN5103700000000;51;037;Charlotte County, VA;2019;5,283;5,099;184;3.5
CN5104100000000;51;041;Chesterfield County, VA;2019;190,204;185,045;5,159;2.7
CN5104300000000;51;043;Clarke County, VA;2019;7,698;7,511;187;2.4
CN5104500000000;51;045;Craig County, VA;2019;2,352;2,279;73;3.1
CN5104700000000;51;047;Culpeper County, VA;2019;25,117;24,474;643;2.6
CN5104900000000;51;049;Cumberland County, VA;2019;4,687;4,547;140;3.0
CN5105100000000;51;051;Dickenson County, VA;2019;4,705;4,475;230;4.9
CN5105300000000;51;053;Dinwiddie County, VA;2019;13,701;13,256;445;3.2
CN5105700000000;51;057;Essex County, VA;2019;5,529;5,335;194;3.5
CN5105900000000;51;059;Fairfax County, VA;2019;637,809;623,311;14,498;2.3
CN5106100000000;51;061;Fauquier County, VA;2019;37,773;36,865;908;2.4
CN5106300000000;51;063;Floyd County, VA;2019;8,276;8,067;209;2.5
CN5106500000000;51;065;Fluvanna County, VA;2019;14,327;14,001;326;2.3
CN5106700000000;51;067;Franklin County, VA;2019;26,569;25,800;769;2.9
CN5106900000000;51;069;Frederick County, VA;2019;48,826;47,656;1,170;2.4
CN5107100000000;51;071;Giles County, VA;2019;7,947;7,692;255;3.2
CN5107300000000;51;073;Gloucester County, VA;2019;19,731;19,230;501;2.5
CN5107500000000;51;075;Goochland County, VA;2019;11,487;11,174;313;2.7
CN5107700000000;51;077;Grayson County, VA;2019;8,106;7,876;230;2.8
CN5107900000000;51;079;Greene County, VA;2019;10,638;10,392;246;2.3
CN5108100000000;51;081;Greensville County, VA;2019;4,303;4,158;145;3.4
CN5108300000000;51;083;Halifax County, VA;2019;15,630;15,023;607;3.9
CN5108500000000;51;085;Hanover County, VA;2019;59,663;58,233;1,430;2.4
CN5108700000000;51;087;Henrico County, VA;2019;183,311;178,231;5,080;2.8
CN5108900000000;51;089;Henry County, VA;2019;23,871;23,082;789;3.3
CN5109100000000;51;091;Highland County, VA;2019;1,256;1,223;33;2.6
CN5109300000000;51;093;Isle of Wight County, VA;2019;19,671;19,129;542;2.8
CN5109500000000;51;095;James City County, VA;2019;36,951;35,981;970;2.6
CN5109700000000;51;097;King and Queen County, VA;2019;3,885;3,778;107;2.8
CN5109900000000;51;099;King George County, VA;2019;13,524;13,167;357;2.6
CN5110100000000;51;101;King William County, VA;2019;9,288;9,040;248;2.7
CN5110300000000;51;103;Lancaster County, VA;2019;5,425;5,194;231;4.3
CN5110500000000;51;105;Lee County, VA;2019;8,341;8,007;334;4.0
CN5110700000000;51;107;Loudoun County, VA;2019;227,755;222,548;5,207;2.3
CN5110900000000;51;109;Louisa County, VA;2019;20,183;19,648;535;2.7
CN5111100000000;51;111;Lunenburg County, VA;2019;5,343;5,176;167;3.1
CN5111300000000;51;113;Madison County, VA;2019;7,470;7,307;163;2.2
CN5111500000000;51;115;Mathews County, VA;2019;4,189;4,070;119;2.8
CN5111700000000;51;117;Mecklenburg County, VA;2019;12,729;12,226;503;4.0
CN5111900000000;51;119;Middlesex County, VA;2019;5,285;5,151;134;2.5
CN5112100000000;51;121;Montgomery County, VA;2019;50,648;49,244;1,404;2.8
CN5112500000000;51;125;Nelson County, VA;2019;7,579;7,373;206;2.7
CN5112700000000;51;127;New Kent County, VA;2019;12,895;12,593;302;2.3
CN5113100000000;51;131;Northampton County, VA;2019;5,468;5,227;241;4.4
CN5113300000000;51;133;Northumberland County, VA;2019;5,692;5,450;242;4.3
CN5113500000000;51;135;Nottoway County, VA;2019;7,310;7,111;199;2.7
CN5113700000000;51;137;Orange County, VA;2019;17,447;16,930;517;3.0
CN5113900000000;51;139;Page County, VA;2019;12,090;11,631;459;3.8
CN5114100000000;51;141;Patrick County, VA;2019;7,403;7,150;253;3.4
CN5114300000000;51;143;Pittsylvania County, VA;2019;30,198;29,200;998;3.3
CN5114500000000;51;145;Powhatan County, VA;2019;14,398;14,038;360;2.5
CN5114700000000;51;147;Prince Edward County, VA;2019;10,473;10,084;389;3.7
CN5114900000000;51;149;Prince George County, VA;2019;15,224;14,719;505;3.3
CN5115300000000;51;153;Prince William County, VA;2019;248,487;242,241;6,246;2.5
CN5115500000000;51;155;Pulaski County, VA;2019;16,291;15,745;546;3.4
CN5115700000000;51;157;Rappahannock County, VA;2019;3,780;3,686;94;2.5
CN5115900000000;51;159;Richmond County, VA;2019;4,084;3,964;120;2.9
CN5116100000000;51;161;Roanoke County, VA;2019;49,909;48,660;1,249;2.5
CN5116300000000;51;163;Rockbridge County, VA;2019;10,851;10,559;292;2.7
CN5116500000000;51;165;Rockingham County, VA;2019;42,722;41,721;1,001;2.3
CN5116700000000;51;167;Russell County, VA;2019;11,291;10,825;466;4.1
CN5116900000000;51;169;Scott County, VA;2019;9,146;8,864;282;3.1
CN5117100000000;51;171;Shenandoah County, VA;2019;22,369;21,808;561;2.5
CN5117300000000;51;173;Smyth County, VA;2019;13,762;13,257;505;3.7
CN5117500000000;51;175;Southampton County, VA;2019;9,171;8,929;242;2.6
CN5117700000000;51;177;Spotsylvania County, VA;2019;68,488;66,524;1,964;2.9
CN5117900000000;51;179;Stafford County, VA;2019;73,947;71,933;2,014;2.7
CN5118100000000;51;181;Surry County, VA;2019;3,685;3,561;124;3.4
CN5118300000000;51;183;Sussex County, VA;2019;3,788;3,617;171;4.5
CN5118500000000;51;185;Tazewell County, VA;2019;15,738;15,062;676;4.3
CN5118700000000;51;187;Warren County, VA;2019;20,646;20,071;575;2.8
CN5119100000000;51;191;Washington County, VA;2019;26,441;25,566;875;3.3
CN5119300000000;51;193;Westmoreland County, VA;2019;9,555;9,224;331;3.5
CN5119500000000;51;195;Wise County, VA;2019;13,403;12,790;613;4.6
CN5119700000000;51;197;Wythe County, VA;2019;13,787;13,300;487;3.5
CN5119900000000;51;199;York County, VA;2019;33,247;32,372;875;2.6
CN5151000000000;51;510;Alexandria city, VA;2019;101,332;99,195;2,137;2.1
CN5152000000000;51;520;Bristol city, VA;2019;7,326;7,054;272;3.7
CN5153000000000;51;530;Buena Vista city, VA;2019;3,479;3,386;93;2.7
CN5154000000000;51;540;Charlottesville city, VA;2019;26,267;25,652;615;2.3
